SECTOR,GROUP,COMMODITY,STATISTIC,UNIT
CROPS,FIELD CROPS,WHEAT,"DAMAGE, PREVIOUS YEAR",PCT NONE
CROPS,FIELD CROPS,WHEAT,"DAMAGE, PREVIOUS YEAR",PCT SEVERE
CROPS,FIELD CROPS,WHEAT,HEAD COUNT,HEAD / SQ FT
CROPS,FIELD CROPS,WHEAT,"HEIGHT, AVG",INCHES
CROPS,FIELD CROPS,WHEAT,"HEIGHT, AVG, 5 YEAR AVG",INCHES
CROPS,FIELD CROPS,WHEAT,"HEIGHT, AVG, PREVIOUS YEAR",INCHES
CROPS,FIELD CROPS,WHEAT,INFESTATION,PCT LIGHT
CROPS,FIELD CROPS,WHEAT,INFESTATION,PCT MODERATE
CROPS,FIELD CROPS,WHEAT,INFESTATION,PCT NONE
CROPS,FIELD CROPS,WHEAT,INFESTATION,PCT SEVERE
CROPS,FIELD CROPS,WHEAT,PRICE REACTION,CENTS / BU
CROPS,FIELD CROPS,WHEAT,PRICE REACTION,REACTIONS SINCE 1984
CROPS,FIELD CROPS,WHEAT,PRICE REACTION,REACTIONS SINCE 1987
CROPS,FIELD CROPS,WHEAT,"PRICE REACTION, DECREASE",CENTS / BU
CROPS,FIELD CROPS,WHEAT,"PRICE REACTION, DECREASE",REACTIONS SINCE 1984
CROPS,FIELD CROPS,WHEAT,"PRICE REACTION, DECREASE",REACTIONS SINCE 1987
CROPS,FIELD CROPS,WHEAT,"PRICE REACTION, INCREASE",CENTS / BU
CROPS,FIELD CROPS,WHEAT,"PRICE REACTION, INCREASE",REACTIONS SINCE 1984
CROPS,FIELD CROPS,WHEAT,"PRICE REACTION, INCREASE",REACTIONS SINCE 1987
CROPS,FIELD CROPS,WHEAT,"PRICE REACTION, NO CHANGE",CENTS / BU
CROPS,FIELD CROPS,WHEAT,"PRICE REACTION, NO CHANGE",REACTIONS SINCE 1984
CROPS,FIELD CROPS,WHEAT,"PRICE REACTION, NO CHANGE",REACTIONS SINCE 1987
CROPS,FIELD CROPS,WHEAT,PRICE RECEIVED,$ / BU
CROPS,FIELD CROPS,WHEAT,PRICE RECEIVED,PCT OF PARITY
CROPS,FIELD CROPS,WHEAT,PRICE RECEIVED AFTER REPORT,CENTS / BU
CROPS,FIELD CROPS,WHEAT,PRICE RECEIVED PRIOR TO CLOSING,CENTS / BU
CROPS,FIELD CROPS,WHEAT,"PRICE RECEIVED, 10 YEAR AVG",$ / BU
CROPS,FIELD CROPS,WHEAT,"PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES",$ / BU
CROPS,FIELD CROPS,WHEAT,"PRICE RECEIVED, ADJUSTED BASE",$ / BU
CROPS,FIELD CROPS,WHEAT,"PRICE RECEIVED, PARITY",$ / BU
CROPS,FIELD CROPS,WHEAT,PROCESSED IN LAB,PCT
CROPS,FIELD CROPS,WHEAT,PRODUCTION,$
CROPS,FIELD CROPS,WHEAT,PRODUCTION,BU
CROPS,FIELD CROPS,WHEAT,PRODUCTION,CWT
CROPS,FIELD CROPS,WHEAT,PRODUCTION,PCT BY TYPE
CROPS,FIELD CROPS,WHEAT,PROGRESS,PCT BOOTED
CROPS,FIELD CROPS,WHEAT,PROGRESS,PCT BREAKING DORMANCY
CROPS,FIELD CROPS,WHEAT,PROGRESS,PCT COLORING
CROPS,FIELD CROPS,WHEAT,PROGRESS,PCT EMERGED
CROPS,FIELD CROPS,WHEAT,PROGRESS,PCT HARVESTED
CROPS,FIELD CROPS,WHEAT,PROGRESS,PCT HEADED
CROPS,FIELD CROPS,WHEAT,PROGRESS,PCT JOINTING
CROPS,FIELD CROPS,WHEAT,PROGRESS,PCT MATURE
CROPS,FIELD CROPS,WHEAT,PROGRESS,PCT PASTURED
CROPS,FIELD CROPS,WHEAT,PROGRESS,PCT PLANTED
CROPS,FIELD CROPS,WHEAT,PROGRESS,PCT SEEDBED PREPARED
CROPS,FIELD CROPS,WHEAT,"PROGRESS, 5 YEAR AVG",PCT BOOTED
CROPS,FIELD CROPS,WHEAT,"PROGRESS, 5 YEAR AVG",PCT BREAKING DORMANCY
CROPS,FIELD CROPS,WHEAT,"PROGRESS, 5 YEAR AVG",PCT COLORING
CROPS,FIELD CROPS,WHEAT,"PROGRESS, 5 YEAR AVG",PCT EMERGED
CROPS,FIELD CROPS,WHEAT,"PROGRESS, 5 YEAR AVG",PCT HARVESTED
CROPS,FIELD CROPS,WHEAT,"PROGRESS, 5 YEAR AVG",PCT HEADED
CROPS,FIELD CROPS,WHEAT,"PROGRESS, 5 YEAR AVG",PCT JOINTING
CROPS,FIELD CROPS,WHEAT,"PROGRESS, 5 YEAR AVG",PCT MATURE
CROPS,FIELD CROPS,WHEAT,"PROGRESS, 5 YEAR AVG",PCT PASTURED
CROPS,FIELD CROPS,WHEAT,"PROGRESS, 5 YEAR AVG",PCT PLANTED
CROPS,FIELD CROPS,WHEAT,"PROGRESS, 5 YEAR AVG",PCT SEEDBED PREPARED
CROPS,FIELD CROPS,WHEAT,"PROGRESS, PREVIOUS YEAR",PCT BOOTED
CROPS,FIELD CROPS,WHEAT,"PROGRESS, PREVIOUS YEAR",PCT BREAKING DORMANCY
CROPS,FIELD CROPS,WHEAT,"PROGRESS, PREVIOUS YEAR",PCT COLORING
CROPS,FIELD CROPS,WHEAT,"PROGRESS, PREVIOUS YEAR",PCT EMERGED
CROPS,FIELD CROPS,WHEAT,"PROGRESS, PREVIOUS YEAR",PCT HARVESTED
CROPS,FIELD CROPS,WHEAT,"PROGRESS, PREVIOUS YEAR",PCT HEADED
CROPS,FIELD CROPS,WHEAT,"PROGRESS, PREVIOUS YEAR",PCT JOINTING
CROPS,FIELD CROPS,WHEAT,"PROGRESS, PREVIOUS YEAR",PCT MATURE
CROPS,FIELD CROPS,WHEAT,"PROGRESS, PREVIOUS YEAR",PCT PASTURED
CROPS,FIELD CROPS,WHEAT,"PROGRESS, PREVIOUS YEAR",PCT PLANTED
CROPS,FIELD CROPS,WHEAT,"PROGRESS, PREVIOUS YEAR",PCT SEEDBED PREPARED
CROPS,FIELD CROPS,WHEAT,RELATIVE WEIGHT,PCT OF COMMODITY TOTALS
CROPS,FIELD CROPS,WHEAT,SALES,$
CROPS,FIELD CROPS,WHEAT,SALES,BU
CROPS,FIELD CROPS,WHEAT,SALES,OPERATIONS
CROPS,FIELD CROPS,WHEAT,SALES,PCT OF FARM OPERATIONS
CROPS,FIELD CROPS,WHEAT,SALES,PCT OF FARM SALES
CROPS,FIELD CROPS,WHEAT,SALES,PCT OF MKTG YEAR
CROPS,FIELD CROPS,WHEAT,SALES IN CONVENTIONAL MARKETS,$
CROPS,FIELD CROPS,WHEAT,SALES IN CONVENTIONAL MARKETS,BU
CROPS,FIELD CROPS,WHEAT,SALES IN CONVENTIONAL MARKETS,OPERATIONS
CROPS,FIELD CROPS,WHEAT,SALES IN ORGANIC MARKETS,$
CROPS,FIELD CROPS,WHEAT,SALES IN ORGANIC MARKETS,BU
CROPS,FIELD CROPS,WHEAT,SALES IN ORGANIC MARKETS,OPERATIONS
CROPS,FIELD CROPS,WHEAT,STOCKS,BU
CROPS,FIELD CROPS,WHEAT,USAGE,BU
CROPS,FIELD CROPS,WHEAT,WATER APPLIED,ACRE FEET / ACRE
CROPS,FIELD CROPS,WHEAT,YIELD,BU / ACRE
CROPS,FIELD CROPS,WHEAT,YIELD,BU / NET PLANTED ACRE
CROPS,FIELD CROPS,WHEAT,YIELD,BU / PLANTED ACRE
CROPS,FIELD CROPS,COTTON,ACTIVE GINS,NUMBER
CROPS,FIELD CROPS,COTTON,AREA HARVESTED,ACRES
CROPS,FIELD CROPS,COTTON,AREA HARVESTED,CUERDAS
CROPS,FIELD CROPS,COTTON,AREA HARVESTED,OPERATIONS
CROPS,FIELD CROPS,COTTON,AREA HARVESTED,PCT BY METHOD
CROPS,FIELD CROPS,COTTON,AREA HARVESTED,PCT OF OPERATIONS BY METHOD
CROPS,FIELD CROPS,COTTON,AREA PLANTED,ACRES
CROPS,FIELD CROPS,COTTON,AREA PLANTED,PCT BY TYPE
CROPS,FIELD CROPS,COTTON,BOLL COUNT,BOLLS / 40 FEET OF ROW
CROPS,FIELD CROPS,COTTON,CONDITION,PCT EXCELLENT
CROPS,FIELD CROPS,COTTON,CONDITION,PCT FAIR
CROPS,FIELD CROPS,COTTON,CONDITION,PCT GOOD
CROPS,FIELD CROPS,COTTON,CONDITION,PCT POOR
CROPS,FIELD CROPS,COTTON,CONDITION,PCT VERY POOR
CROPS,FIELD CROPS,COTTON,"CONDITION, 5 YEAR AVG",PCT EXCELLENT
CROPS,FIELD CROPS,COTTON,"CONDITION, 5 YEAR AVG",PCT FAIR
CROPS,FIELD CROPS,COTTON,"CONDITION, 5 YEAR AVG",PCT GOOD
CROPS,FIELD CROPS,COTTON,"CONDITION, 5 YEAR AVG",PCT POOR
CROPS,FIELD CROPS,COTTON,"CONDITION, 5 YEAR AVG",PCT VERY POOR
CROPS,FIELD CROPS,COTTON,"CONDITION, PREVIOUS YEAR",PCT EXCELLENT
CROPS,FIELD CROPS,COTTON,"CONDITION, PREVIOUS YEAR",PCT FAIR
CROPS,FIELD CROPS,COTTON,"CONDITION, PREVIOUS YEAR",PCT GOOD
CROPS,FIELD CROPS,COTTON,"CONDITION, PREVIOUS YEAR",PCT POOR
CROPS,FIELD CROPS,COTTON,"CONDITION, PREVIOUS YEAR",PCT VERY POOR
CROPS,FIELD CROPS,COTTON,CRUSHED,TONS
CROPS,FIELD CROPS,COTTON,GINNED BALES,480 LB BALES
CROPS,FIELD CROPS,COTTON,GINNED BALES,"LB / BALE, AVG"
CROPS,FIELD CROPS,COTTON,GINNED BALES,RUNNING BALES
CROPS,FIELD CROPS,COTTON,HARVEST LOSS,LB / ACRE
CROPS,FIELD CROPS,COTTON,"INDEX FOR PRICE RECEIVED, 1910 - 1914",INDEX
CROPS,FIELD CROPS,COTTON,"INDEX FOR PRICE RECEIVED, 1990 - 1992",INDEX
CROPS,FIELD CROPS,COTTON,"INDEX FOR PRICE RECEIVED, 2011",INDEX
CROPS,FIELD CROPS,COTTON,MILL SALE,TONS
CROPS,FIELD CROPS,COTTON,OTHER SALE,TONS
CROPS,FIELD CROPS,COTTON,PRICE REACTION,POINTS / LB
CROPS,FIELD CROPS,COTTON,PRICE REACTION,REACTIONS SINCE 1989
CROPS,FIELD CROPS,COTTON,"PRICE REACTION, DECREASE",POINTS / LB
CROPS,FIELD CROPS,COTTON,"PRICE REACTION, DECREASE",REACTIONS SINCE 1989
CROPS,FIELD CROPS,COTTON,"PRICE REACTION, INCREASE",POINTS / LB
CROPS,FIELD CROPS,COTTON,"PRICE REACTION, INCREASE",REACTIONS SINCE 1989
CROPS,FIELD CROPS,COTTON,"PRICE REACTION, NO CHANGE",POINTS / LB
CROPS,FIELD CROPS,COTTON,"PRICE REACTION, NO CHANGE",REACTIONS SINCE 1989
CROPS,FIELD CROPS,COTTON,PRICE RECEIVED,$ / CWT
CROPS,FIELD CROPS,COTTON,PRICE RECEIVED,$ / LB
CROPS,FIELD CROPS,COTTON,PRICE RECEIVED,$ / TON
CROPS,FIELD CROPS,COTTON,PRICE RECEIVED,PCT OF PARITY
CROPS,FIELD CROPS,COTTON,PRICE RECEIVED AFTER REPORT,POINTS / LB
CROPS,FIELD CROPS,COTTON,PRICE RECEIVED PRIOR TO CLOSING,POINTS / LB
CROPS,FIELD CROPS,COTTON,"PRICE RECEIVED, 10 YEAR AVG",$ / LB
CROPS,FIELD CROPS,COTTON,"PRICE RECEIVED, 10 YEAR AVG",$ / TON
CROPS,FIELD CROPS,COTTON,"PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES",$ / LB
CROPS,FIELD CROPS,COTTON,"PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES",$ / TON
CROPS,FIELD CROPS,COTTON,"PRICE RECEIVED, ADJUSTED BASE",$ / LB
CROPS,FIELD CROPS,COTTON,"PRICE RECEIVED, ADJUSTED BASE",$ / TON
CROPS,FIELD CROPS,COTTON,"PRICE RECEIVED, PARITY",$ / LB
CROPS,FIELD CROPS,COTTON,"PRICE RECEIVED, PARITY",$ / TON
CROPS,FIELD CROPS,COTTON,PRODUCTION,$
CROPS,FIELD CROPS,COTTON,PRODUCTION,480 LB BALES
CROPS,FIELD CROPS,COTTON,PRODUCTION,BALES
CROPS,FIELD CROPS,COTTON,PRODUCTION,CWT
CROPS,FIELD CROPS,COTTON,PRODUCTION,RUNNING BALES
CROPS,FIELD CROPS,COTTON,PRODUCTION,TONS
CROPS,FIELD CROPS,COTTON,PROGRESS,PCT BOLLS OPENING
CROPS,FIELD CROPS,COTTON,PROGRESS,PCT DEFOLIATED
CROPS,FIELD CROPS,COTTON,PROGRESS,PCT EMERGED
CROPS,FIELD CROPS,COTTON,PROGRESS,PCT HARVESTED
CROPS,FIELD CROPS,COTTON,PROGRESS,PCT PLANTED
CROPS,FIELD CROPS,COTTON,PROGRESS,PCT SEEDBED PREPARED
CROPS,FIELD CROPS,COTTON,PROGRESS,PCT SETTING BOLLS
CROPS,FIELD CROPS,COTTON,PROGRESS,PCT SQUARING
CROPS,FIELD CROPS,COTTON,"PROGRESS, 5 YEAR AVG",PCT BOLLS OPENING
CROPS,FIELD CROPS,COTTON,"PROGRESS, 5 YEAR AVG",PCT DEFOLIATED
CROPS,FIELD CROPS,COTTON,"PROGRESS, 5 YEAR AVG",PCT EMERGED
CROPS,FIELD CROPS,COTTON,"PROGRESS, 5 YEAR AVG",PCT HARVESTED
CROPS,FIELD CROPS,COTTON,"PROGRESS, 5 YEAR AVG",PCT PLANTED
CROPS,FIELD CROPS,COTTON,"PROGRESS, 5 YEAR AVG",PCT SEEDBED PREPARED
CROPS,FIELD CROPS,COTTON,"PROGRESS, 5 YEAR AVG",PCT SETTING BOLLS
CROPS,FIELD CROPS,COTTON,"PROGRESS, 5 YEAR AVG",PCT SQUARING
CROPS,FIELD CROPS,COTTON,"PROGRESS, PREVIOUS YEAR",PCT BOLLS OPENING
CROPS,FIELD CROPS,COTTON,"PROGRESS, PREVIOUS YEAR",PCT DEFOLIATED
CROPS,FIELD CROPS,COTTON,"PROGRESS, PREVIOUS YEAR",PCT EMERGED
CROPS,FIELD CROPS,COTTON,"PROGRESS, PREVIOUS YEAR",PCT HARVESTED
CROPS,FIELD CROPS,COTTON,"PROGRESS, PREVIOUS YEAR",PCT PLANTED
CROPS,FIELD CROPS,COTTON,"PROGRESS, PREVIOUS YEAR",PCT SEEDBED PREPARED
CROPS,FIELD CROPS,COTTON,"PROGRESS, PREVIOUS YEAR",PCT SETTING BOLLS
CROPS,FIELD CROPS,COTTON,"PROGRESS, PREVIOUS YEAR",PCT SQUARING
CROPS,FIELD CROPS,COTTON,RATIO,LB / LB
CROPS,FIELD CROPS,COTTON,RELATIVE WEIGHT,PCT OF COMMODITY TOTALS
CROPS,FIELD CROPS,COTTON,SALES,$
CROPS,FIELD CROPS,COTTON,SALES,480 LB BALES
CROPS,FIELD CROPS,COTTON,SALES,BALES
CROPS,FIELD CROPS,COTTON,SALES,OPERATIONS
CROPS,FIELD CROPS,COTTON,SALES,PCT OF FARM OPERATIONS
CROPS,FIELD CROPS,COTTON,SALES,PCT OF FARM SALES
CROPS,FIELD CROPS,COTTON,SALES,PCT OF MKTG YEAR
CROPS,FIELD CROPS,COTTON,SALES IN CONVENTIONAL MARKETS,$
CROPS,FIELD CROPS,COTTON,SALES IN CONVENTIONAL MARKETS,BALES
CROPS,FIELD CROPS,COTTON,SALES IN CONVENTIONAL MARKETS,OPERATIONS
CROPS,FIELD CROPS,COTTON,SALES IN ORGANIC MARKETS,$
CROPS,FIELD CROPS,COTTON,SALES IN ORGANIC MARKETS,BALES
CROPS,FIELD CROPS,COTTON,SALES IN ORGANIC MARKETS,OPERATIONS
CROPS,FIELD CROPS,COTTON,SEED FOR PLANTING,TONS
CROPS,FIELD CROPS,COTTON,STOCKS,LB
CROPS,FIELD CROPS,COTTON,STOCKS,"LB, NET TRADING WEIGHT BASIS"
CROPS,FIELD CROPS,COTTON,STOCKS,RUNNING BALES
CROPS,FIELD CROPS,COTTON,USAGE,LB
CROPS,FIELD CROPS,COTTON,USAGE,"LB, NET TRADING WEIGHT BASIS"
CROPS,FIELD CROPS,COTTON,USAGE,RUNNING BALES
CROPS,FIELD CROPS,COTTON,WATER APPLIED,ACRE FEET / ACRE
CROPS,FIELD CROPS,COTTON,YIELD,BALES / ACRE
CROPS,FIELD CROPS,COTTON,YIELD,LB / ACRE
CROPS,FIELD CROPS,COTTON,YIELD,LB / NET PLANTED ACRE
CROPS,FIELD CROPS,RICE,AREA HARVESTED,ACRES
CROPS,FIELD CROPS,RICE,AREA HARVESTED,CUERDAS
CROPS,FIELD CROPS,RICE,AREA HARVESTED,OPERATIONS
CROPS,FIELD CROPS,RICE,AREA HARVESTED,PCT BY METHOD
CROPS,FIELD CROPS,RICE,AREA HARVESTED,PCT OF OPERATIONS BY METHOD
CROPS,FIELD CROPS,RICE,AREA PLANTED,ACRES
CROPS,FIELD CROPS,RICE,CONDITION,PCT EXCELLENT
CROPS,FIELD CROPS,RICE,CONDITION,PCT FAIR
CROPS,FIELD CROPS,RICE,CONDITION,PCT GOOD
CROPS,FIELD CROPS,RICE,CONDITION,PCT POOR
CROPS,FIELD CROPS,RICE,CONDITION,PCT VERY POOR
CROPS,FIELD CROPS,RICE,"CONDITION, 5 YEAR AVG",PCT EXCELLENT
CROPS,FIELD CROPS,RICE,"CONDITION, 5 YEAR AVG",PCT FAIR
CROPS,FIELD CROPS,RICE,"CONDITION, 5 YEAR AVG",PCT GOOD
CROPS,FIELD CROPS,RICE,"CONDITION, 5 YEAR AVG",PCT POOR
CROPS,FIELD CROPS,RICE,"CONDITION, 5 YEAR AVG",PCT VERY POOR
CROPS,FIELD CROPS,RICE,"CONDITION, PREVIOUS YEAR",PCT EXCELLENT
CROPS,FIELD CROPS,RICE,"CONDITION, PREVIOUS YEAR",PCT FAIR
CROPS,FIELD CROPS,RICE,"CONDITION, PREVIOUS YEAR",PCT GOOD
CROPS,FIELD CROPS,RICE,"CONDITION, PREVIOUS YEAR",PCT POOR
CROPS,FIELD CROPS,RICE,"CONDITION, PREVIOUS YEAR",PCT VERY POOR
CROPS,FIELD CROPS,RICE,DISAPPEARANCE,CWT
CROPS,FIELD CROPS,RICE,PRICE RECEIVED,$ / CWT
CROPS,FIELD CROPS,RICE,PRICE RECEIVED,PCT OF PARITY
CROPS,FIELD CROPS,RICE,"PRICE RECEIVED, 10 YEAR AVG",$ / CWT
CROPS,FIELD CROPS,RICE,"PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES",$ / CWT
CROPS,FIELD CROPS,RICE,"PRICE RECEIVED, ADJUSTED BASE",$ / CWT
CROPS,FIELD CROPS,RICE,"PRICE RECEIVED, PARITY",$ / CWT
CROPS,FIELD CROPS,RICE,PRODUCTION,$
CROPS,FIELD CROPS,RICE,PRODUCTION,CWT
CROPS,FIELD CROPS,RICE,PROGRESS,PCT EMERGED
CROPS,FIELD CROPS,RICE,PROGRESS,PCT HARVESTED
CROPS,FIELD CROPS,RICE,PROGRESS,PCT HEADED
CROPS,FIELD CROPS,RICE,PROGRESS,PCT MATURE
CROPS,FIELD CROPS,RICE,PROGRESS,PCT PLANTED
CROPS,FIELD CROPS,RICE,"PROGRESS, 5 YEAR AVG",PCT EMERGED
CROPS,FIELD CROPS,RICE,"PROGRESS, 5 YEAR AVG",PCT HARVESTED
CROPS,FIELD CROPS,RICE,"PROGRESS, 5 YEAR AVG",PCT HEADED
CROPS,FIELD CROPS,RICE,"PROGRESS, 5 YEAR AVG",PCT MATURE
CROPS,FIELD CROPS,RICE,"PROGRESS, 5 YEAR AVG",PCT PLANTED
CROPS,FIELD CROPS,RICE,"PROGRESS, PREVIOUS YEAR",PCT EMERGED
CROPS,FIELD CROPS,RICE,"PROGRESS, PREVIOUS YEAR",PCT HARVESTED
CROPS,FIELD CROPS,RICE,"PROGRESS, PREVIOUS YEAR",PCT HEADED
CROPS,FIELD CROPS,RICE,"PROGRESS, PREVIOUS YEAR",PCT MATURE
CROPS,FIELD CROPS,RICE,"PROGRESS, PREVIOUS YEAR",PCT PLANTED
CROPS,FIELD CROPS,RICE,RELATIVE WEIGHT,PCT OF COMMODITY TOTALS
CROPS,FIELD CROPS,RICE,SALES,$
CROPS,FIELD CROPS,RICE,SALES,CWT
CROPS,FIELD CROPS,RICE,SALES,OPERATIONS
CROPS,FIELD CROPS,RICE,SALES,PCT OF FARM OPERATIONS
CROPS,FIELD CROPS,RICE,SALES,PCT OF FARM SALES
CROPS,FIELD CROPS,RICE,SALES IN CONVENTIONAL MARKETS,$
CROPS,FIELD CROPS,RICE,SALES IN CONVENTIONAL MARKETS,CWT
CROPS,FIELD CROPS,RICE,SALES IN CONVENTIONAL MARKETS,OPERATIONS
CROPS,FIELD CROPS,RICE,SALES IN ORGANIC MARKETS,$
CROPS,FIELD CROPS,RICE,SALES IN ORGANIC MARKETS,CWT
CROPS,FIELD CROPS,RICE,SALES IN ORGANIC MARKETS,OPERATIONS
CROPS,FIELD CROPS,RICE,STOCKS,CWT
CROPS,FIELD CROPS,RICE,WATER APPLIED,ACRE FEET / ACRE
CROPS,FIELD CROPS,RICE,YIELD,CWT / ACRE
CROPS,FIELD CROPS,RICE,YIELD,LB / ACRE
CROPS,FIELD CROPS,RICE,YIELD,LB / NET PLANTED ACRE
CROPS,FIELD CROPS,OATS,AREA HARVESTED,ACRES
CROPS,FIELD CROPS,OATS,AREA HARVESTED,OPERATIONS
CROPS,FIELD CROPS,OATS,AREA PLANTED,ACRES
CROPS,FIELD CROPS,OATS,"AREA PLANTED, NET",ACRES
CROPS,FIELD CROPS,OATS,CONDITION,PCT EXCELLENT
CROPS,FIELD CROPS,OATS,CONDITION,PCT FAIR
CROPS,FIELD CROPS,OATS,CONDITION,PCT GOOD
CROPS,FIELD CROPS,OATS,CONDITION,PCT POOR
CROPS,FIELD CROPS,OATS,CONDITION,PCT VERY POOR
CROPS,FIELD CROPS,OATS,"CONDITION, 5 YEAR AVG",PCT EXCELLENT
CROPS,FIELD CROPS,OATS,"CONDITION, 5 YEAR AVG",PCT FAIR
CROPS,FIELD CROPS,OATS,"CONDITION, 5 YEAR AVG",PCT GOOD
CROPS,FIELD CROPS,OATS,"CONDITION, 5 YEAR AVG",PCT POOR
CROPS,FIELD CROPS,OATS,"CONDITION, 5 YEAR AVG",PCT VERY POOR
CROPS,FIELD CROPS,OATS,"CONDITION, PREVIOUS YEAR",PCT EXCELLENT
CROPS,FIELD CROPS,OATS,"CONDITION, PREVIOUS YEAR",PCT FAIR
CROPS,FIELD CROPS,OATS,"CONDITION, PREVIOUS YEAR",PCT GOOD
CROPS,FIELD CROPS,OATS,"CONDITION, PREVIOUS YEAR",PCT POOR
CROPS,FIELD CROPS,OATS,"CONDITION, PREVIOUS YEAR",PCT VERY POOR
CROPS,FIELD CROPS,OATS,DISAPPEARANCE,BU
CROPS,FIELD CROPS,OATS,PRICE RECEIVED,$ / BU
CROPS,FIELD CROPS,OATS,PRICE RECEIVED,PCT OF PARITY
CROPS,FIELD CROPS,OATS,"PRICE RECEIVED, 10 YEAR AVG",$ / BU
CROPS,FIELD CROPS,OATS,"PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES",$ / BU
CROPS,FIELD CROPS,OATS,"PRICE RECEIVED, ADJUSTED BASE",$ / BU
CROPS,FIELD CROPS,OATS,"PRICE RECEIVED, PARITY",$ / BU
CROPS,FIELD CROPS,OATS,PRODUCTION,$
CROPS,FIELD CROPS,OATS,PRODUCTION,BU
CROPS,FIELD CROPS,OATS,PROGRESS,PCT BOOTED
CROPS,FIELD CROPS,OATS,PROGRESS,PCT COLORING
CROPS,FIELD CROPS,OATS,PROGRESS,PCT EMERGED
CROPS,FIELD CROPS,OATS,PROGRESS,PCT HARVESTED
CROPS,FIELD CROPS,OATS,PROGRESS,PCT HEADED
CROPS,FIELD CROPS,OATS,PROGRESS,PCT JOINTING
CROPS,FIELD CROPS,OATS,PROGRESS,PCT MATURE
CROPS,FIELD CROPS,OATS,PROGRESS,PCT PASTURED
CROPS,FIELD CROPS,OATS,PROGRESS,PCT PLANTED
CROPS,FIELD CROPS,OATS,PROGRESS,PCT SEEDBED PREPARED
CROPS,FIELD CROPS,OATS,"PROGRESS, 5 YEAR AVG",PCT BOOTED
CROPS,FIELD CROPS,OATS,"PROGRESS, 5 YEAR AVG",PCT COLORING
CROPS,FIELD CROPS,OATS,"PROGRESS, 5 YEAR AVG",PCT EMERGED
CROPS,FIELD CROPS,OATS,"PROGRESS, 5 YEAR AVG",PCT HARVESTED
CROPS,FIELD CROPS,OATS,"PROGRESS, 5 YEAR AVG",PCT HEADED
CROPS,FIELD CROPS,OATS,"PROGRESS, 5 YEAR AVG",PCT JOINTING
CROPS,FIELD CROPS,OATS,"PROGRESS, 5 YEAR AVG",PCT MATURE
CROPS,FIELD CROPS,OATS,"PROGRESS, 5 YEAR AVG",PCT PASTURED
CROPS,FIELD CROPS,OATS,"PROGRESS, 5 YEAR AVG",PCT PLANTED
CROPS,FIELD CROPS,OATS,"PROGRESS, 5 YEAR AVG",PCT SEEDBED PREPARED
CROPS,FIELD CROPS,OATS,"PROGRESS, PREVIOUS YEAR",PCT BOOTED
CROPS,FIELD CROPS,OATS,"PROGRESS, PREVIOUS YEAR",PCT COLORING
CROPS,FIELD CROPS,OATS,"PROGRESS, PREVIOUS YEAR",PCT EMERGED
CROPS,FIELD CROPS,OATS,"PROGRESS, PREVIOUS YEAR",PCT HARVESTED
CROPS,FIELD CROPS,OATS,"PROGRESS, PREVIOUS YEAR",PCT HEADED
CROPS,FIELD CROPS,OATS,"PROGRESS, PREVIOUS YEAR",PCT JOINTING
CROPS,FIELD CROPS,OATS,"PROGRESS, PREVIOUS YEAR",PCT MATURE
CROPS,FIELD CROPS,OATS,"PROGRESS, PREVIOUS YEAR",PCT PASTURED
CROPS,FIELD CROPS,OATS,"PROGRESS, PREVIOUS YEAR",PCT PLANTED
CROPS,FIELD CROPS,OATS,"PROGRESS, PREVIOUS YEAR",PCT SEEDBED PREPARED
CROPS,FIELD CROPS,OATS,RELATIVE WEIGHT,PCT OF COMMODITY TOTALS
CROPS,FIELD CROPS,OATS,SALES,$
CROPS,FIELD CROPS,OATS,SALES,BU
CROPS,FIELD CROPS,OATS,SALES,OPERATIONS
CROPS,FIELD CROPS,OATS,SALES,PCT OF MKTG YEAR
CROPS,FIELD CROPS,OATS,SALES IN CONVENTIONAL MARKETS,$
CROPS,FIELD CROPS,OATS,SALES IN CONVENTIONAL MARKETS,BU
CROPS,FIELD CROPS,OATS,SALES IN CONVENTIONAL MARKETS,OPERATIONS
CROPS,FIELD CROPS,OATS,SALES IN ORGANIC MARKETS,$
CROPS,FIELD CROPS,OATS,SALES IN ORGANIC MARKETS,BU
CROPS,FIELD CROPS,OATS,SALES IN ORGANIC MARKETS,OPERATIONS
CROPS,FIELD CROPS,OATS,STOCKS,BU
CROPS,FIELD CROPS,OATS,YIELD,BU / ACRE
CROPS,FIELD CROPS,OATS,YIELD,BU / NET PLANTED ACRE
CROPS,FIELD CROPS,BARLEY,AREA HARVESTED,ACRES
CROPS,FIELD CROPS,BARLEY,AREA HARVESTED,OPERATIONS
CROPS,FIELD CROPS,BARLEY,AREA PLANTED,ACRES
CROPS,FIELD CROPS,BARLEY,"AREA PLANTED, NET",ACRES
CROPS,FIELD CROPS,BARLEY,CONDITION,PCT EXCELLENT
CROPS,FIELD CROPS,BARLEY,CONDITION,PCT FAIR
CROPS,FIELD CROPS,BARLEY,CONDITION,PCT GOOD
CROPS,FIELD CROPS,BARLEY,CONDITION,PCT POOR
